id,game,start_date,end_date,price,publisher,year,real_value,original_release_date,aggregated_rating,next_sequel_date,next_sequel_name,hype_delta_days,is_strategic_hype
567,Beyond Blue,06/02/2025,13/02/2025,19.99,E-Line Media,2025,20.189899999999998,2020-04-17,69.75,N/A,Standalone,,False
568,Humankind,06/02/2025,13/02/2025,49.99,Amplitude Studios,2025,50.489900000000006,2021-08-17,79.2,N/A,Standalone,,False
569,F1 Manager 2024,13/02/2025,20/02/2025,34.99,Frontier Developments,2025,35.3399,2024-07-23,76.0,N/A,No Future Sequel Found,,False
570,Garden Story,20/02/2025,27/02/2025,19.99,Rose City Games,2025,20.189899999999998,2021-08-11,80.0,N/A,Standalone,,False
571,World War Z Aftermath,20/02/2025,27/02/2025,39.99,Saber Interactive Inc,2025,40.389900000000004,2021-09-21,,N/A,Standalone,,False
572,Mages of Mystralia,27/02/2025,06/03/2025,19.99,Borealys Games,2025,20.189899999999998,2017-05-18,84.0,N/A,Standalone,,False
573,Them's Fightin' Herds,06/03/2025,13/03/2025,31.98,Gameplay Group International,2025,32.2998,2020-04-30,75.0,N/A,Standalone,,False
574,Mortal Shell,13/03/2025,20/03/2025,29.99,Playstack,2025,30.2899,2020-08-18,75.25,2026-01-01,Mortal Shell IIÂ ,294.0,False
575,World Of Warships â€“ Anniversary Party Flavor,13/03/2025,20/03/2025,0.0,Wargaming Group Limited,2025,0.0,Date Not Found,,,,,False
576,Jurassic World Evolution 2,20/03/2025,27/03/2025,59.99,Frontier Developments,2025,60.5899,2021-11-09,72.4,2025-10-21,Q134723499,215.0,False
577,Cat Quest,27/03/2025,03/04/2025,12.99,Kepler Interactive,2025,13.1199,2017-08-08,82.625,N/A,Standalone,,False
578,"Neko Ghost, Jump!",27/03/2025,03/04/2025,9.99,Burgos Games,2025,10.0899,2022-01-11,,N/A,Standalone,,False
579,Cat Quest 2,03/04/2025,10/04/2025,14.99,Kepler Interactive,2025,15.1399,2019-09-19,78.33333333333333,N/A,Standalone,,False
580,River City Girls,10/04/2025,17/04/2025,29.99,Wayforward,2025,30.2899,2019-09-04,77.0,N/A,No Future Sequel Found,,False
581,Botanicula,17/04/2025,24/04/2025,14.99,Amanita Design,2025,15.1399,2012-04-19,82.33333333333333,N/A,Standalone,,False
582,Chuchel,24/04/2025,01/05/2025,9.99,Amanita Design,2025,10.0899,2018-03-07,83.33333333333333,N/A,Standalone,,False
583,Albion Online Welcome Gift,24/04/2025,01/05/2025,0.0,Sandbox Interactive,2025,0.0,2017-07-17,88.0,N/A,Standalone,,False
584,Super Space Club,01/05/2025,08/05/2025,14.99,Grahamoflegend,2025,15.1399,2024-03-27,,N/A,Standalone,,False
585,Deadtime Defenders,08/05/2025,15/05/2025,9.99,Arcane Embers,2025,10.0899,2025-05-08,70.0,N/A,Standalone,,False
586,Touch Type Tale,08/05/2025,15/05/2025,19.99,Mythwright,2025,20.189899999999998,2023-03-28,,N/A,Standalone,,False
587,Happy Game,15/05/2025,22/05/2025,13.13,Amanita Design,2025,13.2613,2021-10-28,72.0,N/A,Standalone,,False
588,Dead Island 2,15/05/2025,22/05/2025,59.99,Deep Silver,2025,60.5899,2023-04-21,74.33333333333333,2025-07-24,Dead Island 2,70.0,True
589,Deliver At All Costs,22/05/2025,29/05/2025,29.99,Konami,2025,30.2899,2025-05-22,79.5,N/A,Standalone,,False
590,Gigapocalypse,22/05/2025,29/05/2025,9.99,Headup,2025,10.0899,2021-11-12,,N/A,Standalone,,False
591,Sifu,22/05/2025,29/05/2025,39.99,Sloclap,2025,40.389900000000004,2022-02-08,78.85714285714286,N/A,Standalone,,False
592,Limbo,29/05/2025,05/06/2025,12.49,Playdead,2025,12.6149,2010-07-21,84.0,N/A,Standalone,,False
593,Tiny Tina's Wonderlands,29/05/2025,05/06/2025,59.99,2K,2025,60.5899,2022-03-25,75.71428571428571,2025-09-12,Borderlands 4,106.0,False
594,Deathloop,05/06/2025,12/06/2025,59.99,Bethesda Softworks,2025,60.5899,2021-09-14,89.7,N/A,Standalone,,False
595,Ogu and the Secret Forest,05/06/2025,12/06/2025,24.99,Sinkhole Studio,2025,25.2399,2024-07-29,85.0,N/A,Standalone,,False
596,Two Point Hospital,12/06/2025,19/06/2025,29.99,Sega,2025,30.2899,2018-08-29,86.9,N/A,Standalone,,False
597,The Operator,19/06/2025,26/06/2025,13.99,Bureau 81,2025,14.129900000000001,2024-07-22,80.0,N/A,Standalone,,False
598,Sable,26/06/2025,03/07/2025,24.99,Raw Fury,2025,25.2399,2021-09-23,82.71428571428571,N/A,Standalone,,False
599,Backpack Hero,03/07/2025,10/07/2025,19.99,Pretty Soon,2025,20.189899999999998,2023-11-14,85.0,N/A,Standalone,,False
600,Figment,03/07/2025,10/07/2025,19.99,Bedtime Digital Games,2025,20.189899999999998,2017-09-22,88.66666666666667,2022-11-16,Figment,-960.0,False
601,Figment 2,10/07/2025,17/07/2025,24.99,Bedtime Digital Games,2025,25.2399,2023-03-23,90.0,N/A,Standalone,,False
602,Sky Racket,10/07/2025,17/07/2025,14.99,Double Dash Studios,2025,15.1399,2019-10-22,70.0,N/A,Standalone,,False
603,Civilization 6 Platinum Edition,17/07/2025,24/07/2025,79.99,2K,2025,80.78989999999999,2019-10-04,87.0,N/A,Standalone,,False
604,Legion TD2,24/07/2025,31/07/2025,19.99,Autoattack Games,2025,20.189899999999998,2017-11-20,,N/A,Standalone,,False
605,Keylocker,31/07/2025,07/08/2025,19.99,Serenity Forge,2025,20.189899999999998,2024-09-18,61.0,N/A,Standalone,,False
606,Pilgrims,31/07/2025,07/08/2025,6.99,Amanita Design,2025,7.0599,2019-10-05,73.0,N/A,Standalone,,False
607,112 Operator,07/08/2025,14/08/2025,24.99,Games Operators,2025,25.2399,2020-04-23,90.0,N/A,Standalone,,False
608,Road Redemption,07/08/2025,14/08/2025,19.99,Tripwire Interactive,2025,20.189899999999998,2017-10-04,73.5,N/A,Standalone,,False
609,Hidden Folks,14/08/2025,21/08/2025,14.99,Adriaan De Jongh,2025,15.1399,2017-02-15,80.0,N/A,Standalone,,False
610,Totally Reliable Delivery Service,14/08/2025,21/08/2025,14.99,Infogrames,2025,15.1399,2020-04-01,50.0,N/A,Standalone,,False
611,Kamaeru: A Frog Refuge,21/08/2025,28/08/2025,19.99,Armor Games Studios,2025,20.189899999999998,2024-06-08,70.0,N/A,Standalone,,False
612,Strange Horticulture,21/08/2025,28/08/2025,15.99,Iceberg Interactive,2025,16.1499,2022-01-21,90.0,N/A,Standalone,,False
613,Machinarium,28/08/2025,04/09/2025,19.99,Amanita Design,2025,20.189899999999998,2009-10-19,88.0,N/A,Standalone,,False
614,Make Way,28/08/2025,04/09/2025,14.99,Secret Mode,2025,15.1399,2023-09-28,85.0,N/A,Standalone,,False
615,Monument Valley,04/09/2025,11/09/2025,7.99,Ustwo Games,2025,8.0699,2021-04-02,76.0,N/A,No Future Sequel Found,,False
616,Ghostrunner 2,11/09/2025,18/09/2025,39.99,505 Games,2025,40.389900000000004,2023-10-26,76.2,N/A,No Future Sequel Found,,False
617,Monument Valley 2,11/09/2025,18/09/2025,7.99,Ustwo Games,2025,8.0699,2022-03-11,87.0,N/A,No Future Sequel Found,,False
618,The Battle of Polytopia,11/09/2025,18/09/2025,14.99,Midjiwan Ab,2025,15.1399,2016-02-04,88.0,N/A,Standalone,,False
619,Project Winter,18/09/2025,25/09/2025,9.99,Other Ocean Group,2025,10.0899,2019-05-23,70.0,N/A,Standalone,,False
620,Samorost 2,18/09/2025,25/09/2025,4.99,Amanita Design,2025,5.0399,2005-12-08,76.0,N/A,No Future Sequel Found,,False
621,Eastern Exorcist,25/09/2025,02/10/2025,17.99,Wildfire Game（无锡野火数字科技有限公司）,2025,18.1699,2021-07-08,75.0,N/A,Standalone,,False
622,Jorelâ€™s Brother and The Most Important Game of the Galaxy,25/09/2025,02/10/2025,14.99,Unknown Publisher,2025,15.1399,Date Not Found,,,,,False
623,Nightingale,02/10/2025,09/10/2025,29.99,Inflexion Games,2025,30.2899,2024-02-20,,N/A,Standalone,,False
624,Gravity Circuit,09/10/2025,16/10/2025,16.99,Pid Games,2025,17.159899999999997,2023-07-13,90.0,N/A,Standalone,,False
625,Amnesia: The Bunker,16/10/2025,23/10/2025,24.99,Frictional Games,2025,25.2399,2023-06-06,84.5,N/A,No Future Sequel Found,,False
626,Samorost 3,16/10/2025,23/10/2025,19.99,Amanita Design,2025,20.189899999999998,2016-03-14,79.0,N/A,No Future Sequel Found,,False
627,Fear the Spotlight,23/10/2025,30/10/2025,19.99,Blumhouse Games,2025,20.189899999999998,2024-10-22,77.5,N/A,Standalone,,False
628,Five Nights at Freddy's: Into the Pit,30/10/2025,06/11/2025,19.99,Mega Cat Studios,2025,20.189899999999998,2024-08-07,95.0,N/A,No Future Sequel Found,,False
629,Bendy and the Ink Machine,30/10/2025,06/11/2025,19.99,Joey Drew Studios,2025,20.189899999999998,2017-02-10,86.5,N/A,Standalone,,False
630,Felix The Reaper,06/11/2025,13/11/2025,9.99,Daedalic Entertainment,2025,10.0899,2019-10-16,78.0,N/A,Standalone,,False
631,ScourgeBringer,13/11/2025,20/11/2025,16.99,Dear Villagers,2025,17.159899999999997,2020-10-20,72.5,N/A,Standalone,,False
632,Songs of Silence,13/11/2025,20/11/2025,29.99,Chimera Entertainment,2025,30.2899,2024-11-13,86.0,N/A,Standalone,,False
633,Zero Hour,13/11/2025,20/11/2025,9.99,Attritom7 Productions,2025,10.0899,2024-09-09,40.0,N/A,Standalone,,False
634,Zoeti,20/11/2025,27/11/2025,19.99,Akupara Games,2025,20.189899999999998,2023-04-20,70.0,N/A,Standalone,,False
635,Godzilla Voxel Wars,20/11/2025,27/11/2025,14.99,"Toho Co., Ltd.",2025,15.1399,2023-10-31,,N/A,Standalone,,False
636,Universe for Sale,27/11/2025,04/12/2025,14.99,Akupara Games,2025,15.1399,2023-11-16,90.0,N/A,Standalone,,False
637,The Darkside Detective,04/12/2025,11/12/2025,14.99,Akupara Games,2025,15.1399,2017-07-27,55.0,N/A,Standalone,,False
638,The Jackbox Party Pack 4,04/12/2025,11/12/2025,24.99,"Jackbox Games, Inc.",2025,25.2399,2017-10-17,76.0,N/A,Standalone,,False
639,Hogwarts Legacy,11/12/2025,18/12/2025,59.99,Warner Bros. Games,2025,60.5899,2023-02-10,84.88888888888889,N/A,No Future Sequel Found,,False
640,Jotunnslayer: Hordes of Hel,18/12/2025,19/12/2025,14.99,Grindstone,2025,15.1399,2024-08-22,62.0,N/A,Standalone,,False
641,Eternights,19/12/2025,20/12/2025,29.99,Studio Sai,2025,30.2899,2023-09-12,65.0,N/A,Standalone,,False
642,Blood West,20/12/2025,21/12/2025,24.99,New Blood Interactive,2025,25.2399,2023-12-05,90.0,N/A,Standalone,,False
643,Sorry We're Closed,21/12/2025,22/12/2025,24.99,Akupara Games,2025,25.2399,2024-11-14,66.0,N/A,Standalone,,False
644,Paradise Killer,22/12/2025,23/12/2025,19.99,Fellow Traveller,2025,20.189899999999998,2020-09-04,79.11111111111111,N/A,Standalone,,False
645,Bloodstained: Ritual of the Night,23/12/2025,24/12/2025,39.99,505 Games,2025,40.389900000000004,2019-06-18,82.45454545454545,2026-01-01,Bloodstained: The Scarlet Engagement,9.0,True
646,The Callisto Protocol,24/12/2025,25/12/2025,59.99,"Krafton, Inc.",2025,60.5899,2022-12-02,64.71428571428571,N/A,Standalone,,False
647,Disco Elysium â€” The Final Cut,25/12/2025,26/12/2025,39.99,Unknown Publisher,2025,40.389900000000004,2021-03-30,90.83333333333333,N/A,Standalone,,False
648,We Were Here Together,26/12/2025,27/12/2025,12.99,Total Mayhem Games,2025,13.1199,2019-10-10,70.0,N/A,No Future Sequel Found,,False
649,Cassette Beasts,27/12/2025,28/12/2025,19.99,Raw Fury,2025,20.189899999999998,2023-04-26,100.0,N/A,Standalone,,False
650,SKALD: Against the Black Priory,28/12/2025,29/12/2025,14.99,Raw Fury,2025,15.1399,2024-05-30,83.0,N/A,Standalone,,False
651,Viewfinder,29/12/2025,30/12/2025,24.99,Thunderful Publishing,2025,25.2399,2023-07-18,89.0,N/A,Standalone,,False
652,Trine Classic Collection,30/12/2025,31/12/2025,49.99,Frozenbyte,2025,50.489900000000006,2025-12-30,,N/A,Standalone,,False
653,Chivalry 2,31/12/2025,01/01/2026,39.99,Tripwire Interactive,2025,40.389900000000004,2021-06-08,86.33333333333333,N/A,Standalone,,False
654,Wildgate,01/01/2026,08/01/2026,29.99,Dreamhaven,2026,29.99,2025-07-22,72.5,N/A,Standalone,,False
655,Total War: Three Kingdoms,01/01/2026,08/01/2026,59.99,Sega,2026,59.99,2019-05-23,82.0,N/A,No Future Sequel Found,,False
656,Bloons TD 6,08/01/2026,15/01/2026,13.99,Ninja Kiwi,2026,13.99,2018-06-14,78.0,N/A,No Future Sequel Found,,False
657,Styx: Master of Shadows,15/01/2026,22/01/2026,19.99,Cyanide Studio,2026,19.99,2014-10-07,74.22222222222223,2017-03-14,Styx: Shards of Darkness,-3229.0,False
658,Styx: Shards of Darkness - Deluxe Edition,15/01/2026,22/01/2026,19.99,Nacon,2026,19.99,2017-03-14,71.0,N/A,Standalone,,False
659,Rustler - Grand Theft Horse,22/01/2026,29/01/2026,24.99,Games Operators,2026,24.99,2021-02-18,61.0,N/A,Standalone,,False
660,The Darkside Detective A Fumble in the Dark,12/02/2026,19/02/2026,14.99,Akupara Games,2026,14.99,2021-04-14,,N/A,Standalone,,False
661,Nobody Wants to Die,12/02/2026,19/02/2026,24.99,Plaion,2026,24.99,2024-07-17,78.0,N/A,Standalone,,False
