id,game,start_date,end_date,price,publisher,original_release_date,aggregated_rating,real_value,next_sequel_date,next_sequel_name,year,hype_delta_days,is_strategic_hype
568,Albion Online Welcome Gift,24/04/2025,01/05/2025,0.0,Sandbox Interactive,2017-07-17,88.0,0.0,N/A,Standalone,2025,,False
569,Super Space Club,01/05/2025,08/05/2025,14.99,Grahamoflegend,2024-03-27,,15.1399,N/A,Standalone,2025,,False
570,Deadtime Defenders,08/05/2025,15/05/2025,9.99,Arcane Embers,2025-05-08,70.0,10.0899,N/A,Standalone,2025,,False
571,Touch Type Tale,08/05/2025,15/05/2025,19.99,Mythwright,2023-03-28,,20.189899999999998,N/A,Standalone,2025,,False
572,Happy Game,15/05/2025,22/05/2025,13.13,Amanita Design,2021-10-28,72.0,13.2613,N/A,Standalone,2025,,False
573,Dead Island 2,15/05/2025,22/05/2025,59.99,Deep Silver,21/04/2023,74.33333333,60.5899,24/07/2025,Dead Island 2,2025,,False
574,Deliver At All Costs,22/05/2025,29/05/2025,29.99,Konami,2025-05-22,79.5,30.2899,N/A,Standalone,2025,,False
575,Gigapocalypse,22/05/2025,29/05/2025,9.99,Headup,2021-11-12,,10.0899,N/A,Standalone,2025,,False
576,Sifu,22/05/2025,29/05/2025,39.99,Sloclap,2022-02-08,78.85714285714286,40.389900000000004,N/A,Standalone,2025,,False
577,Limbo,29/05/2025,05/06/2025,12.49,Playdead,2010-07-21,84.0,12.6149,N/A,Standalone,2025,,False
578,Tiny Tina's Wonderlands,29/05/2025,05/06/2025,59.99,2K,25/03/2022,75.71428571,60.5899,12/09/2025,Borderlands 4,2025,194.0,False
579,Deathloop,05/06/2025,12/06/2025,59.99,Bethesda Softworks,2021-09-14,89.7,60.5899,N/A,Standalone,2025,,False
580,Ogu and the Secret Forest,05/06/2025,12/06/2025,24.99,Sinkhole Studio,2024-07-29,85.0,25.2399,N/A,Standalone,2025,,False
581,Two Point Hospital,12/06/2025,19/06/2025,29.99,Sega,2018-08-29,86.9,30.2899,N/A,Standalone,2025,,False
582,The Operator,19/06/2025,26/06/2025,13.99,Bureau 81,2024-07-22,80.0,14.129900000000001,N/A,Standalone,2025,,False
583,Sable,26/06/2025,03/07/2025,24.99,Raw Fury,2021-09-23,82.71428571428571,25.2399,N/A,Standalone,2025,,False
584,Backpack Hero,03/07/2025,10/07/2025,19.99,Pretty Soon,2023-11-14,85.0,20.189899999999998,N/A,Standalone,2025,,False
585,Figment,03/07/2025,10/07/2025,19.99,Bedtime Digital Games,22/09/2017,88.66666667,20.189899999999998,16/11/2022,Figment,2025,,False
586,Figment 2,10/07/2025,17/07/2025,24.99,Bedtime Digital Games,2023-03-23,90.0,25.2399,N/A,Standalone,2025,,False
587,Sky Racket,10/07/2025,17/07/2025,14.99,Double Dash Studios,2019-10-22,70.0,15.1399,N/A,Standalone,2025,,False
588,Civilization 6 Platinum Edition,17/07/2025,24/07/2025,79.99,2K,2019-10-04,87.0,80.78989999999999,N/A,Standalone,2025,,False
589,Legion TD2,24/07/2025,31/07/2025,19.99,Autoattack Games,2017-11-20,,20.189899999999998,N/A,Standalone,2025,,False
590,Keylocker,31/07/2025,07/08/2025,19.99,Serenity Forge,2024-09-18,61.0,20.189899999999998,N/A,Standalone,2025,,False
591,Pilgrims,31/07/2025,07/08/2025,6.99,Amanita Design,2019-10-05,73.0,7.0599,N/A,Standalone,2025,,False
592,112 Operator,07/08/2025,14/08/2025,24.99,Games Operators,2020-04-23,90.0,25.2399,N/A,Standalone,2025,,False
593,Road Redemption,07/08/2025,14/08/2025,19.99,Tripwire Interactive,2017-10-04,73.5,20.189899999999998,N/A,Standalone,2025,,False
594,Hidden Folks,14/08/2025,21/08/2025,14.99,Adriaan De Jongh,2017-02-15,80.0,15.1399,N/A,Standalone,2025,,False
595,Totally Reliable Delivery Service,14/08/2025,21/08/2025,14.99,Infogrames,2020-04-01,50.0,15.1399,N/A,Standalone,2025,,False
596,Kamaeru: A Frog Refuge,21/08/2025,28/08/2025,19.99,Armor Games Studios,2024-06-08,70.0,20.189899999999998,N/A,Standalone,2025,,False
597,Strange Horticulture,21/08/2025,28/08/2025,15.99,Iceberg Interactive,2022-01-21,90.0,16.1499,N/A,Standalone,2025,,False
598,Machinarium,28/08/2025,04/09/2025,19.99,Amanita Design,2009-10-19,88.0,20.189899999999998,N/A,Standalone,2025,,False
599,Make Way,28/08/2025,04/09/2025,14.99,Secret Mode,2023-09-28,85.0,15.1399,N/A,Standalone,2025,,False
600,Monument Valley,04/09/2025,11/09/2025,7.99,Ustwo Games,2021-04-02,76.0,8.0699,N/A,No Future Sequel Found,2025,,False
601,Ghostrunner 2,11/09/2025,18/09/2025,39.99,505 Games,2023-10-26,76.2,40.389900000000004,N/A,No Future Sequel Found,2025,,False
602,Monument Valley 2,11/09/2025,18/09/2025,7.99,Ustwo Games,2022-03-11,87.0,8.0699,N/A,No Future Sequel Found,2025,,False
603,The Battle of Polytopia,11/09/2025,18/09/2025,14.99,Midjiwan Ab,2016-02-04,88.0,15.1399,N/A,Standalone,2025,,False
604,Project Winter,18/09/2025,25/09/2025,9.99,Other Ocean Group,2019-05-23,70.0,10.0899,N/A,Standalone,2025,,False
605,Samorost 2,18/09/2025,25/09/2025,4.99,Amanita Design,2005-12-08,76.0,5.0399,N/A,No Future Sequel Found,2025,,False
606,Eastern Exorcist,25/09/2025,02/10/2025,17.99,Wildfire Game（无锡野火数字科技有限公司）,2021-07-08,75.0,18.1699,N/A,Standalone,2025,,False
607,Jorel’s Brother and The Most Important Game of the Galaxy,25/09/2025,02/10/2025,14.99,Double Dash Studios,2023-06-15,84.0,15.1399,N/A,Standalone,2025,,False
608,Nightingale,02/10/2025,09/10/2025,29.99,Inflexion Games,2024-02-20,,30.2899,N/A,Standalone,2025,,False
609,Gravity Circuit,09/10/2025,16/10/2025,16.99,Pid Games,2023-07-13,90.0,17.159899999999997,N/A,Standalone,2025,,False
610,Amnesia: The Bunker,16/10/2025,23/10/2025,24.99,Frictional Games,2023-06-06,84.5,25.2399,N/A,No Future Sequel Found,2025,,False
611,Samorost 3,16/10/2025,23/10/2025,19.99,Amanita Design,2016-03-14,79.0,20.189899999999998,N/A,No Future Sequel Found,2025,,False
612,Fear the Spotlight,23/10/2025,30/10/2025,19.99,Blumhouse Games,2024-10-22,77.5,20.189899999999998,N/A,Standalone,2025,,False
613,Five Nights at Freddy's: Into the Pit,30/10/2025,06/11/2025,19.99,Mega Cat Studios,2024-08-07,95.0,20.189899999999998,N/A,No Future Sequel Found,2025,,False
614,Bendy and the Ink Machine,30/10/2025,06/11/2025,19.99,Joey Drew Studios,2017-02-10,86.5,20.189899999999998,N/A,Standalone,2025,,False
615,Felix The Reaper,06/11/2025,13/11/2025,9.99,Daedalic Entertainment,2019-10-16,78.0,10.0899,N/A,Standalone,2025,,False
616,ScourgeBringer,13/11/2025,20/11/2025,16.99,Dear Villagers,2020-10-20,72.5,17.159899999999997,N/A,Standalone,2025,,False
617,Songs of Silence,13/11/2025,20/11/2025,29.99,Chimera Entertainment,2024-11-13,86.0,30.2899,N/A,Standalone,2025,,False
618,Zero Hour,13/11/2025,20/11/2025,9.99,Attritom7 Productions,2024-09-09,40.0,10.0899,N/A,Standalone,2025,,False
619,Zoeti,20/11/2025,27/11/2025,19.99,Akupara Games,2023-04-20,70.0,20.189899999999998,N/A,Standalone,2025,,False
620,Godzilla Voxel Wars,20/11/2025,27/11/2025,14.99,"Toho Co., Ltd.",2023-10-31,,15.1399,N/A,Standalone,2025,,False
621,Universe for Sale,27/11/2025,04/12/2025,14.99,Akupara Games,2023-11-16,90.0,15.1399,N/A,Standalone,2025,,False
622,The Darkside Detective,04/12/2025,11/12/2025,14.99,Akupara Games,2017-07-27,55.0,15.1399,N/A,Standalone,2025,,False
623,The Jackbox Party Pack 4,04/12/2025,11/12/2025,24.99,"Jackbox Games, Inc.",2017-10-17,76.0,25.2399,N/A,Standalone,2025,,False
624,Hogwarts Legacy,11/12/2025,18/12/2025,59.99,Warner Bros. Games,2023-02-10,84.88888888888889,60.5899,N/A,No Future Sequel Found,2025,,False
625,Jotunnslayer: Hordes of Hel,18/12/2025,19/12/2025,14.99,Grindstone,2024-08-22,62.0,15.1399,N/A,Standalone,2025,,False
626,Eternights,19/12/2025,20/12/2025,29.99,Studio Sai,2023-09-12,65.0,30.2899,N/A,Standalone,2025,,False
627,Blood West,20/12/2025,21/12/2025,24.99,New Blood Interactive,2023-12-05,90.0,25.2399,N/A,Standalone,2025,,False
628,Sorry We're Closed,21/12/2025,22/12/2025,24.99,Akupara Games,2024-11-14,66.0,25.2399,N/A,Standalone,2025,,False
629,Paradise Killer,22/12/2025,23/12/2025,19.99,Fellow Traveller,2020-09-04,79.11111111111111,20.189899999999998,N/A,Standalone,2025,,False
630,Bloodstained: Ritual of the Night,23/12/2025,24/12/2025,39.99,505 Games,18/06/2019,82.45454545,40.389900000000004,01/01/2026,Bloodstained: The Scarlet Engagement,2025,9.0,True
631,The Callisto Protocol,24/12/2025,25/12/2025,59.99,"Krafton, Inc.",2022-12-02,64.71428571428571,60.5899,N/A,Standalone,2025,,False
632,Disco Elysium — The Final Cut,25/12/2025,26/12/2025,39.99,Za/Um,2021-03-30,90.83333333333333,40.389900000000004,N/A,Standalone,2025,,False
633,We Were Here Together,26/12/2025,27/12/2025,12.99,Total Mayhem Games,2019-10-10,70.0,13.1199,N/A,No Future Sequel Found,2025,,False
634,Cassette Beasts,27/12/2025,28/12/2025,19.99,Raw Fury,2023-04-26,100.0,20.189899999999998,N/A,Standalone,2025,,False
635,SKALD: Against the Black Priory,28/12/2025,29/12/2025,14.99,Raw Fury,2024-05-30,83.0,15.1399,N/A,Standalone,2025,,False
636,Viewfinder,29/12/2025,30/12/2025,24.99,Thunderful Publishing,2023-07-18,89.0,25.2399,N/A,Standalone,2025,,False
637,Trine Classic Collection,30/12/2025,31/12/2025,49.99,Frozenbyte,2025-12-30,,50.489900000000006,N/A,Standalone,2025,,False
638,Chivalry 2,31/12/2025,01/01/2026,39.99,Tripwire Interactive,2021-06-08,86.33333333333333,40.389900000000004,N/A,Standalone,2025,,False
639,Wildgate,01/01/2026,08/01/2026,29.99,Dreamhaven,2025-07-22,72.5,29.99,N/A,Standalone,2026,,False
640,Total War: Three Kingdoms,01/01/2026,08/01/2026,59.99,Sega,2019-05-23,82.0,59.99,N/A,No Future Sequel Found,2026,,False
641,Bloons TD 6,08/01/2026,15/01/2026,13.99,Ninja Kiwi,2018-06-14,78.0,13.99,N/A,No Future Sequel Found,2026,,False
642,Styx: Master of Shadows,15/01/2026,22/01/2026,19.99,Cyanide Studio,07/10/2014,74.22222222,19.99,14/03/2017,Styx: Shards of Darkness,2026,,False
643,Styx: Shards of Darkness - Deluxe Edition,15/01/2026,22/01/2026,19.99,Nacon,2017-03-14,71.0,19.99,N/A,Standalone,2026,,False
644,Rustler - Grand Theft Horse,22/01/2026,29/01/2026,24.99,Games Operators,2021-02-18,61.0,24.99,N/A,Standalone,2026,,False
645,Definitely Not Fried Chicken,29/01/2026,05/02/2026,24.99,Silver Lining Interactive,2023-09-29,55.0,24.99,N/A,Standalone,2026,,False
646,Botany Manor,05/02/2026,12/02/2026,24.99,Whitethorn Games,2024-04-09,80.0,24.99,N/A,Standalone,2026,,False
647,Poison Retro Set,05/02/2026,12/02/2026,24.99,Cubic Games Studio,2024-04-02,,24.99,N/A,Standalone,2026,,False
648,The Darkside Detective A Fumble in the Dark,12/02/2026,19/02/2026,14.99,Akupara Games,2021-04-14,,14.99,N/A,Standalone,2026,,False
649,Nobody Wants to Die,12/02/2026,19/02/2026,24.99,Plaion,2024-07-17,78.0,24.99,N/A,Standalone,2026,,False
